"transaction_id","customer_id","product_id","timestamp","quantity","product_name","product_category","price","join_date","customer_location","total_price"
TRX0333,CUST025,PROD001,2024-01-12 09:10:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-11-08,Jakarta,15000000
TRX0334,CUST001,PROD005,2024-01-20 11:25:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-01-15,Jakarta,150000.0
TRX0335,CUST026,PROD021,2024-01-28 18:55:00.000,1,Lampu Meja LED,Rumah Tangga,180000.0,2023-11-17,Semarang,180000.0
TRX0336,CUST027,PROD015,2024-02-10 14:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-12-03,Surabaya,400000.0
TRX0337,CUST002,PROD003,2024-02-18 16:30:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-01-20,Surabaya,250000.0
TRX0338,CUST029,PROD017,2024-03-15 10:15:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-01-10,Jakarta,600000.0
TRX0339,CUST028,PROD006,2024-03-25 19:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-12-22,Bandung,350000.0
TRX0340,CUST030,PROD023,2024-04-01 12:40:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-01-25,Medan,280000.0
TRX0341,CUST031,PROD024,2024-04-10 08:50:00.000,3,Botol Minum 1L,Olahraga,80000.0,2024-02-05,Yogyakarta,240000.0
TRX0342,CUST005,PROD004,2024-04-20 11:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2023-03-01,Jakarta,800000.0
TRX0343,CUST033,PROD005,2024-05-08 14:20:00.000,2,T-Shirt Katun,Pakaian,150000.0,2024-03-02,Jakarta,300000.0
TRX0344,CUST032,PROD020,2024-05-15 17:30:00.000,1,Buku Resep Masakan,Buku,110000.0,2024-02-18,Makassar,110000.0
TRX0345,CUST034,PROD008,2024-05-25 20:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-03-20,Surabaya,750000.0
TRX0346,CUST001,PROD002,2024-06-05 09:45:00.000,1,Smartphone X,Elektronik,8500000.0,2023-01-15,Jakarta,8500000.0
TRX0347,CUST035,PROD026,2024-06-15 13:00:00.000,1,Set Alat Masak,Rumah Tangga,700000.0,2024-04-09,Bandung,700000.0
TRX0348,CUST036,PROD030,2024-06-28 16:10:00.000,1,Kamus Inggris-Indonesia,Buku,130000.0,2024-04-21,Semarang,130000.0
TRX0349,CUST010,PROD005,2024-07-05 10:00:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-03-25,Jakarta,150000.0
TRX0350,CUST037,PROD001,2024-07-12 11:30:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-05-04,Jakarta,15000000
TRX0351,CUST038,PROD007,2024-07-25 18:00:00.000,1,Celana Jeans,Pakaian,450000.0,2024-05-19,Medan,450000.0
TRX0352,CUST039,PROD009,2024-08-05 14:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-06-01,Yogyakarta,300000.0
TRX0353,CUST002,PROD011,2024-08-12 17:00:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-01-20,Surabaya,95000.0
TRX0354,CUST040,PROD022,2024-08-20 09:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2024-06-15,Jakarta,300000.0
TRX0355,CUST041,PROD015,2024-09-08 12:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2024-07-02,Surabaya,400000.0
TRX0356,CUST005,PROD005,2024-09-15 15:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-03-01,Jakarta,300000.0
TRX0357,CUST042,PROD006,2024-09-25 19:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2024-07-18,Bandung,350000.0
TRX0358,CUST043,PROD014,2024-10-10 10:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2024-08-07,NaN,550000.0
TRX0359,CUST044,PROD017,2024-10-28 13:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0360,CUST001,PROD003,2024-11-05 16:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-01-15,Jakarta,250000.0
TRX0361,CUST045,PROD024,2024-11-12 08:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2024-09-05,Makassar,80000.0
TRX0362,CUST046,PROD023,2024-11-25 11:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0363,CUST047,PROD004,2024-12-10 14:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0364,CUST048,PROD008,2024-12-20 17:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
TRX0365,CUST002,PROD005,2025-01-05 10:00:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-01-20,Surabaya,150000.0
TRX0366,CUST049,PROD018,2025-01-08 13:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-11-02,Bandung,400000.0
TRX0367,CUST050,PROD012,2025-01-15 16:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2024-11-10,Yogyakarta,120000.0
TRX0368,CUST001,PROD027,2025-01-20 19:00:00.000,1,Webcam HD,Elektronik,450000.0,2023-01-15,Jakarta,450000.0
TRX0369,CUST005,PROD001,2025-01-25 09:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-03-01,Jakarta,15000000
TRX0370,CUST014,PROD005,2025-02-01 12:00:00.000,3,T-Shirt Katun,Pakaian,150000.0,2023-05-15,Jakarta,450000.0
TRX0371,CUST051,PROD031,2023-01-25 10:15:00.000,1,Smartwatch Fit,Elektronik,1200000.0,2023-01-18,Denpasar,1200000.0
TRX0372,CUST052,PROD032,2023-02-28 11:25:00.000,1,Celana Chino,Pakaian,380000.0,2023-02-22,Palembang,380000.0
TRX0373,CUST053,PROD033,2023-03-20 14:55:00.000,1,Raket Badminton,Olahraga,450000.0,2023-03-15,Denpasar,450000.0
TRX0374,CUST054,PROD034,2023-04-15 18:10:00.000,1,Buku Ensiklopedia,Buku,250000.0,2023-04-11,Palembang,250000.0
TRX0375,CUST055,PROD035,2023-05-10 09:40:00.000,1,Air Fryer,Rumah Tangga,950000.0,2023-05-05,Denpasar,950000.0
TRX0376,CUST056,PROD036,2023-06-18 20:05:00.000,1,Speaker Portable,Elektronik,550000.0,2023-06-14,Palembang,550000.0
TRX0377,CUST057,PROD037,2023-07-30 21:30:00.000,1,Gaun Pesta,Pakaian,650000.0,2023-07-25,Denpasar,650000.0
TRX0378,CUST058,PROD038,2023-09-02 13:00:00.000,2,Bola Basket,Olahraga,150000.0,2023-08-29,NaN,300000.0
TRX0379,CUST059,PROD039,2023-09-25 16:45:00.000,1,Buku Puisi,Buku,85000.0,2023-09-19,Denpasar,85000.0
TRX0380,CUST060,PROD040,2023-11-01 10:00:00.000,1,Vacuum Cleaner,Rumah Tangga,1100000.0,2023-10-28,Palembang,1100000.0
TRX0381,CUST061,PROD041,2023-11-15 12:20:00.000,1,Tablet 10 inch,Elektronik,4500000.0,2023-11-11,Denpasar,4500000.0
TRX0382,CUST062,PROD042,2023-12-28 15:10:00.000,1,Sweater Rajut,Pakaian,320000.0,2023-12-21,Palembang,320000.0
TRX0383,CUST063,PROD043,2024-01-18 17:50:00.000,1,Sarung Tangan Gym,Olahraga,90000.0,2024-01-13,Denpasar,90000.0
TRX0384,CUST064,PROD044,2024-03-01 19:00:00.000,2,Buku Anak Bergambar,Buku,75000.0,2024-02-25,Palembang,150000.0
TRX0385,CUST065,PROD045,2024-03-22 08:00:00.000,1,Set Piring Keramik,Rumah Tangga,350000.0,2024-03-18,Denpasar,350000.0
TRX0386,CUST066,PROD046,2024-04-28 11:45:00.000,1,Printer All-in-One,Elektronik,2500000.0,2024-04-23,Palembang,2500000.0
TRX0387,CUST067,PROD047,2024-05-29 14:30:00.000,1,Rok Plisket,Pakaian,220000.0,2024-05-24,Denpasar,220000.0
TRX0388,CUST068,PROD048,2024-07-03 16:00:00.000,1,Kacamata Renang,Olahraga,120000.0,2024-06-29,Palembang,120000.0
TRX0389,CUST069,PROD049,2024-08-05 18:20:00.000,1,Atlas Dunia,Buku,180000.0,2024-07-31,NaN,180000.0
TRX0390,CUST070,PROD050,2024-08-20 20:10:00.000,1,Mesin Kopi Espresso,Rumah Tangga,2200000.0,2024-08-17,Palembang,2200000.0
TRX0391,CUST071,PROD001,2024-09-15 09:30:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-09-12,Denpasar,15000000
TRX0392,CUST072,PROD002,2024-10-22 11:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-10-18,Palembang,8500000.0
TRX0393,CUST073,PROD003,2024-11-25 13:15:00.000,1,Wireless Mouse,Elektronik,250000.0,2024-11-22,Denpasar,250000.0
TRX0394,CUST074,PROD004,2024-12-15 15:45:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-12-11,Palembang,800000.0
TRX0395,CUST075,PROD005,2025-01-12 17:00:00.000,4,T-Shirt Katun,Pakaian,150000.0,2025-01-09,Denpasar,600000.0
TRX0396,CUST076,PROD006,2023-02-10 09:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-02-01,Manado,350000.0
TRX0397,CUST077,PROD007,2023-03-12 10:00:00.000,1,Celana Jeans,Pakaian,450000.0,2023-03-03,Balikpapan,450000.0
TRX0398,CUST078,PROD008,2023-04-14 11:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-04-04,Manado,750000.0
TRX0399,CUST079,PROD009,2023-05-16 12:00:00.000,1,Matras Yoga,Olahraga,300000.0,2023-05-06,Balikpapan,300000.0
TRX0400,CUST080,PROD010,2023-06-18 13:00:00.000,2,Dumbbell 5kg,Olahraga,200000.0,2023-06-08,Manado,400000.0
TRX0401,CUST001,PROD001,2023-02-15 12:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-01-15,Jakarta,15000000
TRX0402,CUST002,PROD005,2023-02-18 15:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-01-20,Surabaya,300000.0
TRX0403,CUST003,PROD012,2023-03-01 10:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2023-02-05,Bandung,120000.0
TRX0404,CUST004,PROD018,2023-03-20 11:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2023-02-10,Medan,400000.0
TRX0405,CUST005,PROD003,2023-04-05 14:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-03-01,Jakarta,250000.0
TRX0406,CUST006,PROD024,2023-04-12 16:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2023-03-12,Yogyakarta,80000.0
TRX0407,CUST007,PROD014,2023-05-10 09:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-01-28,Surabaya,550000.0
TRX0408,CUST008,PROD007,2023-05-22 13:00:00.000,1,Celana Jeans,Pakaian,450000.0,2023-02-19,NaN,450000.0
TRX0409,CUST009,PROD020,2023-06-05 17:00:00.000,1,Buku Resep Masakan,Buku,110000.0,2023-03-09,Semarang,110000.0
TRX0410,CUST010,PROD022,2023-06-15 19:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2023-03-25,Jakarta,300000.0
TRX0411,CUST011,PROD009,2023-07-01 08:00:00.000,1,Matras Yoga,Olahraga,300000.0,2023-04-07,Makassar,300000.0
TRX0412,CUST012,PROD019,2023-07-18 20:00:00.000,1,Tas Ransel,Olahraga,350000.0,2023-04-19,Medan,350000.0
TRX0413,CUST013,PROD011,2023-08-02 21:00:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-05-03,Yogyakarta,95000.0
TRX0414,CUST014,PROD016,2023-08-25 10:00:00.000,1,Sprei Katun Jepang,Rumah Tangga,250000.0,2023-05-15,Jakarta,250000.0
TRX0415,CUST015,PROD003,2023-09-10 12:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-06-01,Surabaya,250000.0
TRX0416,CUST016,PROD006,2023-09-28 14:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-06-11,Bandung,350000.0
TRX0417,CUST017,PROD025,2023-10-12 16:00:00.000,1,Buku Sejarah Dunia,Buku,150000.0,2023-07-04,Semarang,150000.0
TRX0418,CUST018,PROD002,2023-10-25 18:00:00.000,1,Smartphone X,Elektronik,8500000.0,2023-07-21,Jakarta,8500000.0
TRX0419,CUST019,PROD029,2023-11-05 09:00:00.000,1,Tali Skipping,Olahraga,60000.0,2023-08-05,Makassar,60000.0
TRX0420,CUST020,PROD008,2023-11-18 11:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-08-18,Medan,750000.0
TRX0421,CUST021,PROD001,2023-12-01 13:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-09-02,Jakarta,15000000
TRX0422,CUST022,PROD015,2023-12-15 15:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-09-14,Surabaya,400000.0
TRX0423,CUST023,PROD018,2024-01-05 17:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2023-10-01,Bandung,400000.0
TRX0424,CUST024,PROD012,2024-01-20 19:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2023-10-20,NaN,120000.0
TRX0425,CUST025,PROD003,2024-02-02 08:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-11-08,Jakarta,250000.0
TRX0426,CUST026,PROD014,2024-02-15 10:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-11-17,Semarang,550000.0
TRX0427,CUST027,PROD005,2024-03-01 12:00:00.000,2,T-Shirt Katun,Pakaian,150000.0,2023-12-03,Surabaya,300000.0
TRX0428,CUST028,PROD007,2024-03-18 14:00:00.000,1,Celana Jeans,Pakaian,450000.0,2023-12-22,Bandung,450000.0
TRX0429,CUST029,PROD002,2024-04-02 16:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-01-10,Jakarta,8500000.0
TRX0430,CUST030,PROD023,2024-04-15 18:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-01-25,Medan,280000.0
TRX0431,CUST031,PROD009,2024-05-01 09:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-02-05,Yogyakarta,300000.0
TRX0432,CUST032,PROD020,2024-05-18 11:00:00.000,1,Buku Resep Masakan,Buku,110000.0,2024-02-18,Makassar,110000.0
TRX0433,CUST033,PROD001,2024-06-02 13:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-03-02,Jakarta,15000000
TRX0434,CUST034,PROD015,2024-06-15 15:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2024-03-20,Surabaya,400000.0
TRX0435,CUST035,PROD018,2024-07-01 17:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-04-09,Bandung,400000.0
TRX0436,CUST036,PROD030,2024-07-18 19:00:00.000,1,Kamus Inggris-Indonesia,Buku,130000.0,2024-04-21,Semarang,130000.0
TRX0437,CUST037,PROD003,2024-08-02 08:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2024-05-04,Jakarta,250000.0
TRX0438,CUST038,PROD007,2024-08-15 10:00:00.000,1,Celana Jeans,Pakaian,450000.0,2024-05-19,Medan,450000.0
TRX0439,CUST039,PROD024,2024-09-01 12:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2024-06-01,Yogyakarta,80000.0
TRX0440,CUST040,PROD022,2024-09-18 14:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2024-06-15,Jakarta,300000.0
TRX0441,CUST041,PROD002,2024-10-02 16:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-07-02,Surabaya,8500000.0
TRX0442,CUST042,PROD006,2024-10-15 18:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2024-07-18,Bandung,350000.0
TRX0443,CUST043,PROD014,2024-11-01 09:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2024-08-07,NaN,550000.0
TRX0444,CUST044,PROD017,2024-11-18 11:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0445,CUST045,PROD009,2024-12-02 13:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-09-05,Makassar,300000.0
TRX0446,CUST046,PROD023,2024-12-15 15:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0447,CUST047,PROD004,2025-01-01 17:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0448,CUST048,PROD008,2025-01-18 19:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
TRX0449,CUST049,PROD018,2025-02-02 08:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-11-02,Bandung,400000.0
TRX0450,CUST050,PROD012,2025-02-15 10:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2024-11-10,Yogyakarta,120000.0
TRX0451,CUST001,PROD017,2023-03-10 14:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2023-01-15,Jakarta,600000.0
TRX0452,CUST002,PROD022,2023-04-15 16:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2023-01-20,Surabaya,300000.0
TRX0453,CUST003,PROD013,2023-05-20 18:00:00.000,1,Komik Petualangan,Buku,50000.0,2023-02-05,Bandung,50000.0
TRX0454,CUST004,PROD007,2023-06-25 09:00:00.000,1,Celana Jeans,Pakaian,450000.0,2023-02-10,Medan,450000.0
TRX0455,CUST005,PROD005,2023-07-30 11:00:00.000,3,T-Shirt Katun,Pakaian,150000.0,2023-03-01,Jakarta,450000.0
TRX0456,CUST006,PROD009,2023-08-10 13:00:00.000,1,Matras Yoga,Olahraga,300000.0,2023-03-12,Yogyakarta,300000.0
TRX0457,CUST007,PROD015,2023-09-15 15:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-01-28,Surabaya,400000.0
TRX0458,CUST008,PROD006,2023-10-20 17:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-02-19,NaN,350000.0
TRX0459,CUST009,PROD014,2023-11-25 19:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2023-03-09,Semarang,550000.0
TRX0460,CUST010,PROD002,2023-12-30 08:00:00.000,1,Smartphone X,Elektronik,8500000.0,2023-03-25,Jakarta,8500000.0
TRX0461,CUST011,PROD024,2024-01-10 10:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2023-04-07,Makassar,80000.0
TRX0462,CUST012,PROD019,2024-02-15 12:00:00.000,1,Tas Ransel,Olahraga,350000.0,2023-04-19,Medan,350000.0
TRX0463,CUST013,PROD011,2024-03-20 14:00:00.000,1,"Novel Fiksi ""Senja""",Buku,95000.0,2023-05-03,Yogyakarta,95000.0
TRX0464,CUST014,PROD016,2024-04-25 16:00:00.000,1,Sprei Katun Jepang,Rumah Tangga,250000.0,2023-05-15,Jakarta,250000.0
TRX0465,CUST015,PROD003,2024-05-30 18:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2023-06-01,Surabaya,250000.0
TRX0466,CUST016,PROD006,2024-06-10 09:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-06-11,Bandung,350000.0
TRX0467,CUST017,PROD025,2024-07-15 11:00:00.000,1,Buku Sejarah Dunia,Buku,150000.0,2023-07-04,Semarang,150000.0
TRX0468,CUST018,PROD001,2024-08-20 13:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2023-07-21,Jakarta,15000000
TRX0469,CUST019,PROD029,2024-09-25 15:00:00.000,1,Tali Skipping,Olahraga,60000.0,2023-08-05,Makassar,60000.0
TRX0470,CUST020,PROD008,2024-10-30 17:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-08-18,Medan,750000.0
TRX0471,CUST021,PROD004,2024-11-10 19:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2023-09-02,Jakarta,800000.0
TRX0472,CUST022,PROD015,2024-12-15 08:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2023-09-14,Surabaya,400000.0
TRX0473,CUST023,PROD018,2025-01-20 10:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2023-10-01,Bandung,400000.0
TRX0474,CUST024,PROD012,2025-02-25 12:00:00.000,1,"Buku Motivasi ""Bangkit""",Buku,120000.0,2023-10-20,NaN,120000.0
TRX0475,CUST025,PROD005,2023-04-01 14:00:00.000,1,T-Shirt Katun,Pakaian,150000.0,2023-11-08,Jakarta,150000.0
TRX0476,CUST026,PROD021,2023-05-01 16:00:00.000,1,Lampu Meja LED,Rumah Tangga,180000.0,2023-11-17,Semarang,180000.0
TRX0477,CUST027,PROD008,2023-06-01 18:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2023-12-03,Surabaya,750000.0
TRX0478,CUST028,PROD006,2023-07-01 09:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2023-12-22,Bandung,350000.0
TRX0479,CUST029,PROD002,2023-08-01 11:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-01-10,Jakarta,8500000.0
TRX0480,CUST030,PROD023,2023-09-01 13:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-01-25,Medan,280000.0
TRX0481,CUST031,PROD009,2023-10-01 15:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-02-05,Yogyakarta,300000.0
TRX0482,CUST032,PROD020,2023-11-01 17:00:00.000,1,Buku Resep Masakan,Buku,110000.0,2024-02-18,Makassar,110000.0
TRX0483,CUST033,PROD001,2023-12-01 19:00:00.000,1,Laptop Pro 15,Elektronik,15000000,2024-03-02,Jakarta,15000000
TRX0484,CUST034,PROD015,2024-01-01 08:00:00.000,1,Blender Multifungsi,Rumah Tangga,400000.0,2024-03-20,Surabaya,400000.0
TRX0485,CUST035,PROD018,2024-02-01 10:00:00.000,1,Jaket Hoodie,Pakaian,400000.0,2024-04-09,Bandung,400000.0
TRX0486,CUST036,PROD030,2024-03-01 12:00:00.000,1,Kamus Inggris-Indonesia,Buku,130000.0,2024-04-21,Semarang,130000.0
TRX0487,CUST037,PROD003,2024-04-01 14:00:00.000,1,Wireless Mouse,Elektronik,250000.0,2024-05-04,Jakarta,250000.0
TRX0488,CUST038,PROD007,2024-05-01 16:00:00.000,1,Celana Jeans,Pakaian,450000.0,2024-05-19,Medan,450000.0
TRX0489,CUST039,PROD024,2024-06-01 18:00:00.000,1,Botol Minum 1L,Olahraga,80000.0,2024-06-01,Yogyakarta,80000.0
TRX0490,CUST040,PROD022,2024-07-01 09:00:00.000,1,Power Bank 10000mAh,Elektronik,300000.0,2024-06-15,Jakarta,300000.0
TRX0491,CUST041,PROD002,2024-08-01 11:00:00.000,1,Smartphone X,Elektronik,8500000.0,2024-07-02,Surabaya,8500000.0
TRX0492,CUST042,PROD006,2024-09-01 13:00:00.000,1,Kemeja Flanel,Pakaian,350000.0,2024-07-18,Bandung,350000.0
TRX0493,CUST043,PROD014,2024-10-01 15:00:00.000,1,Panci Set Anti Lengket,Rumah Tangga,550000.0,2024-08-07,NaN,550000.0
TRX0494,CUST044,PROD017,2024-11-01 17:00:00.000,1,Headphone Bluetooth,Elektronik,600000.0,2024-08-22,Jakarta,600000.0
TRX0495,CUST045,PROD009,2024-12-01 19:00:00.000,1,Matras Yoga,Olahraga,300000.0,2024-09-05,Makassar,300000.0
TRX0496,CUST046,PROD023,2025-01-01 08:00:00.000,1,Sandal Gunung,Pakaian,280000.0,2024-09-19,Medan,280000.0
TRX0497,CUST047,PROD004,2025-02-01 10:00:00.000,1,Mechanical Keyboard,Elektronik,800000.0,2024-10-03,Jakarta,800000.0
TRX0498,CUST048,PROD008,2025-03-01 12:00:00.000,1,Sepatu Lari,Olahraga,750000.0,2024-10-15,Surabaya,750000.0
